text,original_label,sentiment
"@ gman,

nikjer ne piše, da bi stanovanjski sklad kupoval ta stanovanja po 2.200 evrov. Tolikšna je trenutna prodajna cena, ki jo postavljajo banke in obstaja možnost, da bi sklad to ceno zbil, sploh če gre za nakup več stanovanj naenkrat. In pa seveda upoštevaj trenutne dejavnike - ta stanovanja se prodajajo že kar nekaj časa, tako da bi se z dobrimi pogajalci lahko zmenili za solidno ceno.",1,positive
"Ja in kaj naj naredita Srbija in Makedonija?Jih privežejo za plote,morebiti?Zgradijo lagerje z oboroženimi stražarji?Kje smo že to videli?Brez dnarja ni muzke.Če bi bil na njihovem mestu, bi jih tudi spuščal naprej.Konec koncev niso krivi,da njihovo ozemlje uporabljajo za tranzit,pri njih tudi nočejo ostati.Tako,kot nočejo biti v vseh državah na Balkanu, vključno s Slovenijo.",0,neutral
"Predno je šla Tina na svoje, praktično ni več trenirala slaloma in smuka (ker naj ne bi bila dovolj talentirana za ti dve disciplini). Ogromno teh bukselnov, prepotentnih trenerjev bi bilo potrebno spraviti stran od smučarije. Niti najmanjših ne bi smeli več trenirati...

Knjige pa naj naši strokovnjaki prepisujejo od avstrijcev, v zadnjem času morda kar od francozov!",-1,negative
"Dajmo NK: Maribor, kot je omenil še nekdo tudi v Ljubljani
bomo držali pesti za vas, vem da zmorete, zato SREČNO
in brez predaje LP iz sončne a danes hladne Ljubljane !",1,positive
"Financam svetujem, da malo medijsko izpostavite delovanje OZS. O
tem, kako vlada nabija davke gor, OZS pa potem brani Cerarja na
škodo svojih članov.

Vprašajte nekaj obrtnikov, ki so še člani zbornice ali jih kaj
moti, da OZS podpira višanje davkov? Pa ali bodo pod takimi pogoji,
ko vodstvo OZS zaradi lastnih koristi meče pod avtobus svoje člane,
še vztrajali v OZS.",-1,negative
"A to misliš na naše, ko so pospravl fevdalistično zalego po vojni in razredčili izkoriščevalske kapitaliste, ki so obogateli na račun 16 urnega dela poštenih delavcev. Ti povem, da bi danes morali storiti popolnoma enako in svet bi bil takoj lepši.",-1,negative
Ajej Skomina,0,neutral
"Hitler se menda obrača v grobu, tako šokantne novice so to.",-1,negative
"Janus bi moral znižat zaletišče, Prevc bo težko skočil čez rekord skakalnice za prevzem vodstva.",0,neutral
"Ukrajina je bila boljša, kaj čmo...............",1,positive
"vsak ima svoje misljenje a generalno
bom govoru v mnozini 2. osebe. Ste
nevoscljivi, da vam ni para. IN saj ni cudno,
da slovenci ne drzite skupaj kjer koli sem bil
v tujini. Pri drugih se je cutilo na daljavo in zato ste
druzba tam kjer ste. 
Bom pa dal za primerjavo Stanovnika, ki je hodil
na tisti RALY - DAKAR ko je bil zaposlen v vojski.
Ne vem ali je bil zaposlen prej predno je zacel 
ali kasneje. Poanta je v tem, da vem a to so spet 
govorice ljudi, ki jih poznam, ker delajo v vojski
kako je dobival financna sredstva od slovenske 
vojske a nic od nic pokazal. Tu pa se spravljate na malo
TINO ali si zasluzi ali ne sluzbo v slovenski vojski.
Vsi vi tu, ki ste pisali proti njej glede sluzbe a ko bo
osvojila medaljo se boste pa tolkli po prsih in govorili
¨NASA PUNCA ¨. Ampak me pa cudi to, kako ji ni 
uspelo priti not, ker slovenija je eden pravi Facebook
tu pa res vsak vsakega pozna in je prijatelj od unega
prijatelja.  TINA samo se ti osredotoci na tekmovanje.",-1,negative
"Po podjetniško povedano, Mramorjev nastop je pozitivno
presenečanje. Že stavek »davkov ne moremo zviševati« veliko obeta,
sicer bi lepše zvenelo »davke pod nobenimi pogoji ne bomo zvišali«.
Torej, za rast davčnih prihodkov potrebujemo rast BDP. Ne vemo kako
je v ušesih proračunskih predatorjev zvenelo »moramo skrčiti
izdatke«. Kako naj bi jih skrčili? Subvencije gospodarstvu? Kot
podjetnik se ne strinjam le s krčenjem, ukiniti jih je treba 100%,
kajti subvencije povzročajo nered na trgu. Znižati za 10% maso za
plače v javnem sektorju? S pomočjo Bruslja bi se izšlo. Znižati
socialne transferje za 10%? Tudi bi izšlo. Znižati sredstva za
kulturo za 30%? Bi se izšlo. Prepoloviti proračunske transferje za
pokojnine? Z večjo pomočjo Bruslja bi tudi to šlo...pa še bi se
našlo in bi proračunske odhodke lahko znižali na znosnih 8
milijard. Bojimo se le, da s takšnimi načrti Mramor ne bo dolgo
minister.",-1,negative
"bog ne dej kako novico objavit med samo tekmo, ker je ne prenasa poptv/kanala, ane? gnil medij",-1,negative
"VW je prvic po 15 letih zabelezil izgubo :) ja hudic, enkrat pa more tudi do tega pridt - ni vec med boljsimi avtomobili :) lih en tako skropucalo kot druge znamke.",-1,negative
"Spomnim se enega intervjuja Tine Maze, ko je šla na samostojno pot. Razlagala je ravno o tem, da se je najprej morala naučit osnove veleslaloma, saj je bila njena tehnika povsem zgrešena. Pa vemo, da je Tina vedno veljala za veleslalomistko. No in vidimo kje je Tina sedaj...",1,positive
"realnost pa bo spet ničla. sicer bo pisalo, da je imel zlom roke, poškodbe noge, zvin gležnja, odsekan rep, pa je stisnil zobe in nadaljeval dirko. Ja. To je naš puščavski lisjak",-1,negative
"Mirno lahko delite tole število z 2, da dobimo realno številko. Tako kot so že rekli, marsikdo ni prijavljen na zavod, ker nima smisla. Potem vpisi zaradi statusov pa razni SPji... Gledam malo statistiko. V Brežicah živi 6611 ljudi, brezposelnih je 1780 (prijavljenih na zavod), ampak od teh 6611 ljudi jih je samo dobro polovico v skupini 18-60 let. Pa si zračunajte koliko je zaposlenih. Podobno še v veliko drugih krajih. Kako tam ljudje sploh živijo?",-1,negative
Prenos samo na spletni strani nk Maribor,0,neutral
*kontro=kontrol...,0,neutral
"Globalni oligobanksterski... hurikan
drvi čez vodovja in gorovja, ne sme ga
biti, ki se mu upre, če, mu pri priči
(ali postopno) sledi puščavsko gorje;
mar človek pozablja da za človeka gre,
naj, okorno šelesteča vojna še kar vre,
naj svetlobe poln Hellas plača za vse ?
Od kje in iz česa le ?

[Sledi(?) novo povelje: ""Naslednjo tarčo na plan !""]

Sodražan",-1,negative
"... Če prištejemo mlajše kategorije in če vemo, da na Norveškem,
v Avstriji, Nemčiji in na Poljskem pripravljajo lokalne tekme, je
aktivnih skakalcev okoli tisoč. Vrhunsko zasluži peščica
najboljših. ...

... evo, in ker je aktivnih skakalcev okoli tisoč, je povsem jasno,
zakaj niti peščica najboljših smučarskih skakalcev ne more
zaslužiti vrhunsko ...

P.S.: sicer sem prepričan, da je aktivnih smučarskih skakalcev na
celem svetu bistveno več kot tisoč, ampak se kljub temu to število
niti slučajno ne more primerjati s številom aktivnih fuzbalerjev v
kakšnem manjšem(!) mestu v Nemčiji, pa je Nemčija le najboljša

www.fifa.com/fifa-wo...index.html izmed 209 članic FIFA ...",-1,negative
"Predrzen, aroganten, nedorasel funkciji, ki jo opravlja, neolikan, sluzast, gizdalin, koruptiven................že samo eden od teh pridevnikov bi moral biti dovolj, da ta rdeča baraba odleti. Upravičeno se lahko sprašujemo, koliko časa bo ta baraba še na tem mestu. Ko njega in njemu podobne gledamo na tv, poslušamo njegove izjave in obnašanje res ne moremo drugega misliti o sodstvu,kot to, da je ena velika GNILOBA.",-1,negative
"Bravo!
Pravi Schumacher na progi!",1,positive
"Coen: Stanovanjski sklad bo z našim denarjem kupil za 40 mio stanovanj, ki so že na trgu in se ne prodajo. Nato jih bo po nižjih cenah dal na trg, torej bo nazaj dobil recimo 30 mio. Kar pomeni, da bo stanovanjski sklad v minusu 10 milijonov. Ki bodo končali, kje že...

Aja točno, na bankah. Ki so dajale kredite, da se ta stanovanja zgradijo. Taiste banke, ki nočejo znižati cene stanovanj, zaseženih propadlim gradbenim podjetjem in raje preko dokapitalizacije (NLB) dobivajo svež denar. 

To je dejansko kraja davkoplačevalskega denarja. Ti pa razumi, kakor hočeš. Če tega ne vidiš, ti noben ne more pomagati.",-1,negative
"To, da so svetovni rekorderji taki tpi kot je Janković, nam pa res
ne more biti v ponos.

Več, kot o Jankoviću, to govori o opranih glavah slovenskih
volivcev.",-1,negative
Če se odlomi veja bodo vsi padli dol,-1,negative
"Število brezposelnih se je povečalo za skoraj 5 odstotkov!

129.843 brezposelnih!!

Na zavodu za zaposlovanje so sicer optimistični, saj podatki o zaposlovanju kažejo razmeroma pozitivna gibanja!!!",-1,negative
Vse bojo zapravli.,-1,negative
"Če v zda delaš nek mesec eno uro, si za statistiko zaposlen. Domorodci pravijo, da je v zda resnična stopnja brezposelnosti med 20 in 25%.",0,neutral
"Nekaj športnikov je zaposlenih tudi v policiji....tam je za vsako zdravo pamet jasno, da se zahteva 5. stopnja. Za vojsko pa bi nekateri še vedno imeli JLA mentaliteto, ko je vojak bil vsak.",-1,negative
"Celo ""resni"" ekonomist Mrak, je ob dejstvu, da Janković nima
izdelanega - napisanega programa - strategije (ob zmagi PS na
volitvah in poskusu oblikovanja koalicije), dejal (zagovarjal
Jankovića?), da se bodo stvari itak spreminjale in prilagajale.
Halooo?
In res, jasno jim je ves čas le to , da morajo dvigovati davke.
Resnično pravi mojstri politične ""obrti""!",-1,negative
"Ce kot drzava in druzba nismo sposobni upravljati z skupno lastnino potem je samostojna drzava Slovenija nesmiselna, nepotrebna in nekoristna. V tem primeru predlagam da drzavo ukinemo in zaprosimo Hrvate, Italjane, Madzare ali Avstrice da nas vzamejo pod svoje okrilje. Morda nas vzame kak mednarodni sklad...kot srednjerocno nalozbo, nas ""prestukturira"" in proda najboljsemu ponudniku (ker po prestrukturiranju bomo svetovni prvaki v vsem).",-1,negative
"Slovenci smo pravi hinavci postal. Vse najslabše imamo čez priseljence za povedat in vse bi izgnal iz države, a vsak, bi takoj pobegnil v drugo državo. A mislite, da so v drugih državah veseli priseljencev? Preberite si na kakšnem britanskem portalu, kako govorijo čez vse nove EU članice, med katerimi smo tudi mi. Pa verjetno je v drugih državah isto.",-1,negative
"Kaj še le tistih ,k iso dolgotrajno zbrisani z zavoda.",-1,negative
"Ne povprečna, senčna Slovenija. Izraz 'catch 22' po knjigi Joseph
Heller: »Kavelj 22« (Catch 22) je vojaško pravilo, ki se je celo
zapisalo v vsakdanji angleški jezik in pomeni situacijo, iz katere
ni izhoda zaradi logične zanke. Primer: ker želi Yossarian (pilot
bombarderja v 2. svetovni vojni) ostati živ, to pomeni, da ni nor,
toda iz vojne bi se lahko izmuznil, če bi bil nor. To odraža tudi
jezik, ki je podobno zankast in ponavljajoč se kot ta začarani
krog. V tem začaranem krogu se vrti Slovenija. Država se je
zapletla. Slovenski vsakdanjik se naenkrat zdi naravnost prepleten
s številkami in z kavlji, iz katerih se zlepa ni mogoče
»odhakljati«. Pomalo smo prignani do meja absurda in čez. Živimo v
senčni Drami absurda, neučinkoviti javni sektor zapravlja več kot
gospodarstvo zmore in kljub vsem tablicam, primerjavam, številkam
vemo, če živimo izven svojih zmožnosti, živimo na dolg, zapravljamo
substanco naših otrok in kje se pojavlja novi kavelj? V Cerarjevi
senci (po Jungu). Senca je tisto, kar posameznikova zavest ne želi
biti oziroma želi skriti pred drugimi ljudmi. Večji ko je Cerarjev
ego, večja je senca, več govori o pravni državi, več nepravne
države je v njegovi senci...",-1,negative
"Kučansko-cerarjevski idioti brez primere!
oziroma. HOČEJO KAOS!",-1,negative
"Coen daj mi razloži po to tvojo logiko
Torej sklad bo kupil stanovanja za 40mio nam smrtnikom jih bo pa prodal za 20mio. Zato ker so dobri dobri poštenjaki in socialci?
Tistih 20mio ki bodo zginili med procesom bomo pa pokrili ostali davkoplačevalci kajne?",-1,negative
"bemtiš kaj je zdej to z vetrom? včeraj je tist vremenar pred klvaifikacijami samozavestno napovedal, da veter ne bo moteč dejavnik ta vikend, edino dež v nedeljo",-1,negative
"No pa še ena šala:

Danes imamo na meniju pečene petelinčke. 
No sej pečeni so že, samo še pojesti jih je treba :)",1,positive
"Za vse, ki se sprašujete, kako lahko Madžarska prehiti Dansko na lestvici - jaz si razlagam takole. Danci so po zadnjem ažuriranju lestvice v septembru odigrali le eno kvalifikacijsko tekmo, Madžari pa dve. Vemo pa, da vsaka zmaga prinese toliko in toliko točk, zato lahko oz. bodo prehiteli Dance, če je ta teorija seveda pravilna.
----------------------------------
Danci so igrali v skupini petih ekip,vse ostale 3.uvrščene ekipe pa v skupinah s 6 ekipami...
logično je torej da se vsem ekipam razen Danske odbijejo tekme  in točke z zadnje uvrščeno ekipo ,tako,da imajo vse ekipe po 8 tekem...in potem se pač seštejejo točke...",0,neutral
spet ga bojo žrl na naš račun,-1,negative
A se Pahi mal po Junkerju zgleduje na taspodnji sliki...?,-1,negative
"Kdaj bo kateri organ kaznoval programsko povečevanje moči turbo dizelskih motorjev t.i. čipanje, kjer z zamenjavo čipa v motorju le-temu povečaš moč in navor. To delajo tako preko oglasov na intrenetu kot uradni servisi (ko sem se zanimal pri prodajalcu Renaulta za turbo dizel avto, mi je trgovec kar dal naslov servisa, kjer ga lahko načipam za 300 EUR). S tem goljufajo tako državo s premajhnimi dajatvami kot tudi zavarovalnice pri premijah. Sedaj se pa tudi vidi, da z napačno programsko opremo lahko tak motor izpusti tudi dosti več škodljivih plinov. Mladeničem zaplenijo motor, če odstranijo blokado na svoji 50 ccm prduli, voznikom z 2,0 in 3,0 l bruhalniki izpustov pa nič. Še javno se hvalijo, kako jim avto bolj leti.",-1,negative
"Tina ni talent, ampak gara pod nadzorstvom supertrenermenadžerja.Forza Italija....",1,positive
"V Los Angelesu bi končno lahko postal zvezdnik, za kakršnega ga imajo Slovenci že zdaj. Sicer rezultatsko Lakersi za časa njegove kariere ne bodo relevantni, ker so pregloboko v dreku, ampak vsaj živel bo lahko, kot se spodobi. Saša je zahaklal Šarapovo, ker je bil Laker. Swaggy P aka Nick Young hodi z Azaleo, ker je Laker, tako da je tudi pri Dragiću vse možno. Ne rečem, da je z njegovo slovensko Jožico kaj narobe, ampak zakaj bi vsak dan žvečil segedin, če se ti ponuja filet mignon?",1,positive
"Zasluži si,še kaj več kot nominacijo !",1,positive
"Po mojem si Cipras z referendumom samo rešuje lastno kožo in nič
drugega, oziroma bo odgovornost za neo-komunistični fiasko lepo
prevalil na grške finančno nepismene množice, katerih domet je
praznjenje bankomatov, medtem ko je njihova elita že zdavnaj vse
stransferirala v Švico, Nemčijo in ostale varne destinacije, kjer
jim neo-komunisti denarja ne bodo mogli nacionalizirati oziroma
zapleniti. Edina razlika po tem referendumu bo, da bodo propadli
bolj demokratično, ker Grčija se brez znatnega odpisa dolgov, sploh
pa z radikalno antirformsko nastrojeno levico ne more rešiti niti v
sanjah.",-1,negative
Hvala za minuse Mesečnjakovi tovarši! S tem samo potrjujete moje trditve :D,-1,negative
"Tudi rođak Slobo je dobil čez 100% na volitvah! Ko zna, zna, pa
ja-ne",-1,negative
"Strokovni komentatorji so bili res porazni. Stavki v slogu, vzela je okrogli linijo in vozi mehko brez togih nastavkov, ne pomenijo prav nič in so govorjenje zaradi govorjenja samega.
Kot naključnega gledalca smučanja, me ne zanimajo neke analize nastavljanja robnikov in podrobno razčlenjevanje načina vožnje.
Te stvari so za hard core poznavalce smučanja in so povsem nezanimive za veliko večino gledalcev.
Zanimive bi bile kakšne zakulisne zgodbe, ozadja tekmovalcev, več zanimivosti z proge in ob njej,...
Seveda pa za take stvari rabiš nekoga, ki ga tekmovalci poznajo in ima renome, da lahko pride blizu in kaj izve. Samo akreditacija ni dovolj.
Ob spremljanju tujih medijev, pa se dobi občutek, da je smučanje že nekaj časa v počasnem zatonu. Razen v Avstriji in pri nas, alpsko smučanje ne velja za ""najodmevnejši""  zimski šport.
Zmagovalci v tekih, biatlonu, hitrostnem drsanju so bili bolj odmevni kot v smučanju.
Še 7 mesto naše hokejske reprezentance je v tujini odmevalo veliko bolj.

Še nekaj. Zakaj se je pri prenosu moškega smučanja potrebno tako vpiti ob Avstrijskih nastopih? Komentator poskuša zbuditi gledalce, ki so zaradi zanimivosti tekme zadremali?",-1,negative
"@Dami

Znižanje stopnje RASTI ni enako recesiji...kater imbecil pa je pričakoval, da bo Kitajsko gospodarstvo nepretrgamo rastlo s takšno hitrostjo?!

Kako sedaj, ZUJF po zakonodaji torej razveljavljen 1.1.2016? Morebiti pa vidimo spet novo senzacijo in ponovno jasno kršitev zakonodaje po samovoljnih odločitvah prejšnjih vlad, predvsem pomnimo regrese za letni dopust in JJ.",-1,negative
"Bliža se jesen in PS vlade polom zato so plačani žurnalisti dobili ukaz o pisanju uspehov in rasti BDPja. Pred vsakim propadom sociokomunistov FOSILI aktivirajo svojo propagandno mašinerijo namesto, da dajo daljinsko vodeni vladi ukaz znižati davke in socijalo dajatve, ko bojo to naredili bo Nemec dal tudi kaj dela v banana republiko.Portugalci so rabili, če je res,da so začeli lest iz recesije 14 let. Mi z našo mentaliteto in efektivnostjo dela bomo potrebovali, če ostane ta vlada 30 let. Najperj bo treba delat,delat in še hitro in kakovostno nudit tujim vlagateljem infrastrukturo,sindikate pa za 20 let zamrznit saj to je edino kar že zna sedajšnja vlada.",-1,negative
"UTD bo kmalu nujen, ne samo zaradi deflacije. Avtomatizacija in
robotizacija bo vedno bolj napredovala, število delovnih mest se bo
s tem krčilo, nezaposlenost bo naraščala, produktivnost pa
povečevala. Kdo bo pa trošil ves ustvarjeni produkt, če ljudje
zaradi nezaposlenosti ne bodo imeli denarja? Nujno bo treba
razdeliti denar vsem prebivalcem in to direktno seveda.",0,neutral
Povratno tekmo naj dajo v Planico. Sneg zagotovljen. ;),1,positive
Kva sm.vam reku s tako igro nimas sans najprej se naj naucijo osnove fuzbala pol pa naprej,-1,negative
"kolnkista .. Sem jim pisal pa tudi mediji kot vse kaže niso kaj preveč zainteresirani, da bi objavili to zgodbo in preverili kako se to gre na Zavodu ...",-1,negative
"Kako, če pa smo iz recesije?
Zdaj manjka le še podatek, da je BDP spet v tistem stabilnem minusu.",-1,negative
"Kaj pa je vama naredil tale janne? A ni samo odvetnic nažigal, je
ša kakšno drugo, al kaj? Tip je kmetavz par excellence, seksist, da
mu ni para, za mizo v open spaceu sedi z nogami na mizi ko v
saloonu in vidve mu tukaj posvečata članek... get serious! Tip pa
naj spoka od koder se je privlekel in tistega svojega mozoljavega
estonca naj pelje s sabo.",-1,negative
"Zmagal bo jasno Freund z novim rekordom naprave 240 +/- 0,5 m!!!",1,positive
Nominirana tudi nogometašica...resno?!? :D in to je najbolj prestižna nagrada ever?...tololo,-1,negative
Kr neki. Konstantno nas prepričujejo v nekaj neobstoječega. Borut je izgleda še vedno na substancah.,-1,negative
"Konec lanskega leta smo lahko na spletni strani Zavoda za zaposlovanje lahko prebrali naslednje: V letu 2013 se je zaposlilo 65.054 brezposelnih oseb, kar je za 6.734 (11,5 %) več kot v letu 2012, ko je število zaposlitev znašalo 58.320. Kljub temu je zaradi številčnejšega prijavljanja iskalcev prve zaposlitve in brezposelnih oseb, katerim je prenehala zaposlitev za določen čas, registrirana brezposelnost ostala večja kot v letu 2012. Skoraj čez celo leto smo lahko brali o zmanjševanju brezposelnosti, za konec pa se je le ta povečala. Vmes smo imeli volitve (državnozborske ter županske) katerih kandidati so nam obljubljali zmanjšanje brezposelnosti in odpiranje novih delovnih mest. Zveza svobodnih sindikatov Slovenije (ZSSS) je predsednika vlade Mira Cerarja pozvala, naj takoj dvigne sredstva za aktivno politiko zaposlovanja. Vlada je namreč v začetku decembra napovedala njihovo zmanjšanje z načrtovanih 104,6 milijona evrov za leto 2014 na 47,2 milijona evrov za letošnje leto.",0,neutral
"Ampak, Huda jama, Teharje in Tezno ?

Še niso prodani?

Urejeni bi namreč bili fantastični turistični magnet!

Lonely planet, National Geographic, TUI in NTU bi jih proglasili za bisere svetovne dediščine in turisti bi drli gledat slovenska Polja smrti in 500 kraških jam Titove groze ter male boljševiške Klavnice Logatca in drugih krasnih slovenskih vasic !",-1,negative
"ta pavliha od Pahorja, namesto da bi dostojno opravljal svojo funkcijo, pa hodi ceste pometat, klobase špalit po kmetijah.......itd, samo,kar bi moral dostojno, pravično, ne pristransko opravljat ne dela.",-1,negative
a je vršič spet v stavah????? pa ne misli trezno?...,-1,negative
"koga menja, no comment, bumbar, enega redkih, ki jih je prebijal...!",-1,negative
"Ni prava tema pa vendarle današnji dvig donosov na 10-letne
obveznice
www.investing.com/ra...bond-yield

Fino.",0,neutral
"Dobro, da se ljudje odseljujejo iz države, da si potem uradniki lepijo medalje za izboljšanje stanja...

Najprej naj uskladijo šolski sistem vključno z visokim šolstvom s potrebami gospodarstva in se bo problem začel reševati samodejno. Seveda to ni enostavno, zato je lažje dati glavo v pesek in upati na boljše čase.",-1,negative
"vse kar naredi v politiki je nekulturno dotikanje tujih politikov, aktiven pa je vse povsod drugje, kjer to ni potrebno in kjer se smeši.",-1,negative
Senzacija...Bravo fantje.,1,positive
"vsi politiki so enaki.delajo zgago,obljube da imajo delovna mesta",-1,negative
"Sami bomo morali zavarovati Slovenijo, kajti ta vlada gleda samo svoje interese in je totalno nesposobna in korupcijska..",-1,negative
Sedmi čut mi je govoril ... Vsak čast g. Vogrinec. Človek ima 5 osnovnih čutil.  Kaj je pri vas 6. čut? Mogoče to kako na lahek in neopazen prit do davkoplačevalskega denarja? Samo vprašam.,-1,negative
Spodnja smučka ? :-))),0,neutral
"Zaradi zavodskih tečajev, delavnic in mnogih delovnih usposabljanj, je statistika brezposlenih manj zaskrbljujoča. Pesek v oči - dobesedno.",-1,negative
"Tujci nam uničujejo ceste ,to pa je vse kar pri nas pustijo.Najbrž  bi  z malo cenejši gorivom lahko tudi trošarine.",-1,negative
Smola,-1,negative
"Cerar me je pozitivno presenetil. Sem mislil, da gre le še za eno nadaljevanje statusa quo kjer se ne bo nič zgodilo razen mešanje megle. Cerar zgleda, da si upa narediti ukrepe za dolgoročno dobro Slovenije tudi zavoljo kratkoročnih krčev in izgubi podpore pri določenem delu volilnega telesa. Morda, bom po dolgem času oddal svoj glas na volitvah, če bo pametno nadeljeval. Ni nekaj dosti, začetek pa je.",1,positive
"Po Kantu se filozofija sprašuje 1. Kaj moram vedeti, 2. Kaj moram
napraviti, 3. Kaj smem upati, 4. Kaj je človek. Tudi Grki, ki so
obtičali v Platonovem svetu idej v votlini, si lahko zastavijo vsaj
tri prva vprašanja.",0,neutral
"Dragi gospodič o produktivnosti, ki je gonilo razvoja mi ti ne boš govoril. 
zakaj? Izkusil sem realni kapitalizem kjer je priden delavec cenjen in socializem kjer so bili cenjeni le gobčači in lenuhi na račun pridnih.
Kaj je bilo na Golem otoku kaj drugače. Še slabše od Hitlerja so pobrali le najslabše. Tolči kamenje celi dan brez potrebe to delo pa je bilo koristno. In to so zahtevali od svojih tovarišev le zato, ker se niso strinjali s komunističnim gospodarstvom in partijo.
Pa kaj je Stalin počenjal kaj drugače v gulagih v Sibiriji. Vse to pa je dokaz, da je tako fašizem, nacizem in komunizem enako škodljiv za vsako nacijo oziroma človeštvo.
Ti si poslušal zgodbe ki so se dogajale v lagerjih. Jaz sem pa poslušal zgodbe mojih sorodnikov vseh skupaj 16  partizanov od teh padli štirje. Ti so govorili pa zgodbo kako so jim v partizanih govorili kako bodo po vojni vsi srečni vsi bodo imeli vse. Potem pa so videli, da so vse imeli le tisti, ki so jim to pravljico povedali. In ker po vojni niso bili zadovoljni in so si kot bivši partizani upali kritizirate svoje partizanske in komunistične veljake so jih ti isti nekaj poslali na ""prevaspitavanje"" na  goli otok in jim govorili isto kot nacisti da delo osvobaja in še več da prevzgaja.
A tiste pizdarije znanstvenih teoretikov in Kardelja ne mešaj s hruškami ker te to učijo na FDV in naših ekonomskih fakultetah.
Lastnik neke firme, ki je rasla z njim pa uporabi le tiste teorije, ki mu prinesejo dobiček. In če ima ta lastnik dobiček pa nastopi sindikat ki zahteva večje plačilo- se pogaja. Na pogajanjih pa se z lastnikom pogaja kaj bo večja škoda za firmo ali posledica štrajka ali da se dvigne plača. Na koncu se najde kompromis, da je dobro za kapital- firmo in za delavce.
Pri nas pa se sindikati pogovarjajo s kapitalom. ko je že vse zavoženo. V državnih firmah in državnih institucijah pa zahtevajo , da nesposobnost pokrivamo davkoplačevalci. Hodi se solit.",-1,negative
Nekateri čutijo rast samo v hlačah.,-1,negative
lorbeku je foter prepovedal zaradi relacije ABA vs FIBA vs KZS,0,neutral
"Primorka je samo malo žalostna, ker se ji leta kopičijo, pamet pa jo zapušča in bo vedno ostala v srcu svojih bližnjih zapisana kot ""tista ta neumna Primorka""",-1,negative
"ne morem verjet da je folk v 21.st. folk naiven,da verjame da se krize ne da odpisat.

dolg je treba odpisat 
zakaj ker bo lažje spremeniti par sto ljudi ki nadzorujejo sistem ,kot pa iztrebiti 5 miljard ljudi.

naj se folk prebudi in reče koorporatizmu ne!",-1,negative
"Fantje iskrene čestitke. Srebrna medalija, ki je zame kot če bi bila zlata. Lahko smo samo ponosni na fante. In to od prvega do zadnjega. Trener? LEGENDA.",1,positive
"Tina, tudi če zaključiš po tej sezoni ti ne bo nihče zameril. Imaš in imela boš enkratno smučarsko kariero za sabo, tako da se lahko v miru posvetiš drugim (ženstvenim) ciljem :)",1,positive
Jaz bi še slovenskega MVP-ja vpoklical.,0,neutral
"A se vi hecate, cena na trgu vztrajno pada! Vem, da surova nafta in predelana ni isto, pa vendar, nekdo nas vleče za nos! Graf",-1,negative
"yoda

zamisli si da je vec orlov kot vrabcev kaj bi se zgodilo
a imam jaz vprasanje za tebe
lahko gledamo a ne vidimo! kaj je to?

pa da se ne mucis 
kradejo nam drzavo odvzemajo pravice in na koncu se se norca delajo iz nas",-1,negative
"Evo hazarderji z našim denarjem igrajo dalje, neozirajoč se na vse
skupaj, požvižgajo se na srd in jezo vseh državljanov, glavno, da
jih podpira peščica vplivnih pokvarjencev in se jim ne more zgoditi
nič !!! Vsaj tako mislijo !!!!!!!!!!",-1,negative
"Če je RTV pametna, bo Mazejevo povabila kot strokovno komentatorko za komentiranje Ž smučanja, tako kot imajo to Avstrijci, Nemci urejeno",1,positive
Dajmo Tina!,1,positive
"Kvote so neumnost, ker bodo begunci tako in tako spet prebegnili v
Nemčijo in ostale države, kjer so minimalne plače in socialni
transferji najmanj dvakrat višji kot recimo v kakšni Romuniji ali
Bolgariji. Jasno, da begunci ne bodo pristajali na manj kot nudijo
Nemčija, Švedska, Danska in ostali bolj ekonomsko razviti. Le
kateri begunec pa bo ždel v kakšni bivši kasarni z nekaj 10 EUR
žepnine in brez vsake perspektive za zaposlitev, ravno tako se ne
bo šel učit jezika, ki ga govori milijon ljudi in s katerim si
potem nikjer drugje ne more nič pomagat. Nič se bat!",-1,negative
"Upam, da bodo politiki v naslednjem sklopu prodali tudi Parlament RS, prostore Vlade RS in Predsedniško palačo...

PROTI prodaji Telekoma !!",-1,negative
Jaz sem si tut odprl radler. Proper kavcar.,1,positive
ta clovek ni normaln...kaj dela pijaca...uffff....pravica do dela pravi da morajo imeti azilanti...pravica...torej vsi ki ste brezposelni pejte do najbolsih sluzb in jih zahtevajte...saj imate pravico...mislm...Juncker...razocaranje...,-1,negative
"naša nesposobna vlada pa še kar spi,dokler ne bo prepozno",-1,negative
"""Grčija ima primarni presežek v javni blagajni."".....ljudje pa stradajo. Tako torej izgleda konec recesije.",-1,negative
kako lep dan! kajne barbika?,-1,negative
"Kaj sedaj Bramor joče saj ja dnevno domačim bebčkom nalaga ,da smo EU tiger tule pa jok?
Sicer pa zaradi neumnosti EU politikov predvsem levih in tudi Geli bomo v Evropi mrtve zelo kmalu šteli v miljonih,kot smo to že videli 70 let nazaj.",-1,negative
Medklic - na vsakega azilanta prištejte še dodatne tri do pet oseb (njegova ožja družina). In pri kalkulacijah upoštevajte razlike v rodnosti.... in potem je slika malo drugačna.,-1,negative
