text,true_label,predicted_label,model_response
"v razmislek našemu pročevalcu cmerarju
Posredujem…

Objavljam pisanje, ki naj bi ga napisal nekdanji sodelavec Varnostne
službe  (v nadaljevanju VS, katere ni navedeno) in bi ga naj poslal na
kar nekaj naslovov pristojnih državnih organov v Sloveniji in kot sam
navaja, ni bilo prav nobenega odziva.

APEL - DRUGA PLAT ZGODBE PRED KATASTROFO

Naj na začetku navedem nekaj dejstev o katerih se boste spraševali na
koncu tega APELA. Predvsem zaradi varnosti in eksistence moje družine,
sodelavcev ter tudi trenutnega družbenega položaja - svoje identitete
ne morem razkriti. Tudi zgodbe o kolegih policistih, ki so opozaijali
na resnične dogodke na naši meji, pa so jim zagrozili s sankcijami, so
mi dale dodatno misliti, da ne govorim o medijih in njihovem
enostranskem poročanju, ki že meji na norost Zavedam se, da zaradi
tega lahko moj namen izgubi na verodostojnosti, toda žal drugače ne
gre. Kar nekaj časa sem razmišljal ali naj se za tak korak odločim ali
ne in na kakšen način. Na koncu pa je pretehtalo dejstvo, da je zadeva
še kako resna in šokantna.

Nekaj let nazaj sem sodeloval z varnostnimi službami tako doma, kot v
tujini in že takrat so prihajale prve informacije iz tujine glede
vsega, kar bom navedel v nadaljevanju. Zadeva kolikor mi je poznano je
bila predstavljena tudi na odboru v Sloveniji in določeni ljudje v
državi so bilo o njej osebno obveščeni kot zaupno gradivo in sicer v
mesecu aprilu in marcu 2013. Informacije so bile že takrat
zaskrbljujoče, jemale pa so se z določeno rezervo po vsej Evropi. Toda
te dni se uresničuje scenarij, ki je bil takrat napovedan skoraj do
potankosti natančno. Takrat je bila pri nas ravno menjava vlade in
očitno se z dokumenti ni nihče preveč obremenjeval. Kljub menjavi
delovnega mesta sem zadevo intenzivno spremljal še naprej, saj so me
kolegi iz nekaterih držav, s katerimi smo ostali v stikih, že
nekajkrat v januarju in februarju 2015 obvestili o šokantnem
dogajanju. Ker določenih zadev preko spleta in telefonije ni bilo
mogoče preverjati zaradi delikatnosti podatkov sem v mesecu juliju
letos odpotoval v tujino na dopust, hkrati pa sem se lahko na lastne
oči prepričal o resnosti zadev.

Preden vam posredujem podatke naj vam povem, da nisem nikakršen
desničar, nacionalist, fašist oziroma ekstremist. Kar vam predstavljam
v nadaljevanju so izključno preverjene informacije iz različnih virov
obveščevalnih služb. Zaupnih dokumentov ne morem pošiljati ( in ker bi
jih mediji takoj razglasili, da so ponaredek ), ki dokazujejo
načrtovan scenarij, ki se izvaja oziroma bo sledil v naslednjih
mesecih. Osebno sem si lahko ogledal tudi nekatere šokantne dokumente,
toda zaradi varnosti bom podal samo dejstva iz le teh. V nadaljevanju
je združen povzetek nekaterih dokumentov namenjen resničnim beguncem
in povzetek namenjen skrajnežem, ki so se infiltrirali med njih (v
osnovi so bila navodila za obe skupini ločena, podajam pa skupna
dejstva):

2012 in 2013 so bile zaznane prve dejavnosti, da se pripravlja za
Evropo nekakšen scenarij, ki naj bi temeljil v osnovi na uspehu 11.
septembra v Ameriki
Posneti so bili prvi prisluhi, ki so govorili o sledečih dejstvih:

Muslimanski ekstremisti iz vseh koncev sveta so premlevali, kako bi
lahko popolnoma uničili in destabilizirali Evropo. Porodila se jim je
genialna ideja - prišla je prav od migrantov (iz običajnih migrantov
se jih je vsako leto do sedaj vsaj 35 % spreobrnilo v ekstremiste), ki
že več let bivajo v Evropi in poznajo celoti ustroj in delovanje
Evrope. Ta ideja se nikakor ne more meriti z enkratnim dogodkom v
Ameriki v osnovi pa je zelo podobna. Ker se Evrope ne da napadati od
zunaj z orožjem (težko izvedljivo za muslimanske ekstremiste) pa je
edina možnost le napad od znotraj. Ugotovili so, daje Evropa najbolj
ranljiva prav v svojem bistvu, to je demokraciji.

Evropa še danes obremenjena s svojo zgodovino se vsakič ko nekdo omeni
fašizem, nacionalizem in ekstremizem takoj potegne nazaj in tolerira
popolnoma nesprejemljiva dogajanja. To so ugotovili tudi muslimanski
priseljenci, ki že leta bivajo v Belgiji, Švedski, Nemčiji,... in
načrt se je začel - destabilizacija Evrope. Trojanski konj imenovan -
DEMO KRACIJA V nadaljevanju boste deležni dostopov do spleta, kjer
boste lahko preverili Evropski medijski mrk v zadnjih letih, ki bo
najbolj verjetno Evropo v naslednjih mesecih pripeljal v popolni kaos.
Naj povem, daje bilo več kot 100 posnetkov iz spleta odstranjenih samo
v zadnjih treh mesecih - gre za navadne dokumentarne prispevke, ki
prikazujejo vse skupaj v popolnoma drugačni luči. Večino hranijo le še
varnostne službe. Kar je še ostalo od posnetkov si lahko natančno
pogledate in celotni ogled lahko vsakemu zdravo razumskemu človeku
pokaže kaj se dejansko dogaja.

 Pri vsem skupaj je nevede s svojim imperialnim razmišljanjem pomagala
seveda Amerika in tudi Evropa sama. Ekstremisti so morali samo še
postaviti pogoje za začetek in to so:

Grozljiva mučenja, obglavljanja, posilstva ugrabitve, strah in panika,
kar je pognalo ljudi proti Evropi, Evropa pa bo zaradi svoje
»demokratične« invalidnosti in naivnosti padla na kolena. V letu 2014
so bili pogoji že skoraj idealni in povabilo nemške kanclerke je
odprlo vrata Pandorine skrinjice. Za ekstremiste je bilo to darilo, ki
so ga čakali.

 Ko sem zapuščal takratno delavno mesto smo prejeli prve informacije o
siljenju navodil med migranti tako v državah, kjer so še živeli, kot
tudi v Turčiji, Grčiji in v začetku 2015 tudi v Afriki. Navodila so
vsebovala točno napisane:

Poti po katerih se najlažje pride v Evropo
 - Navodila kje lahko migrant dobi največjo denarno podporo
- Število policistov in opreme v posamičnih državah
- Navodila, da si iščejo zaveznike pri dobrodelnih organizacijah in
humanitarnih delavcih, ki bodo v vsaki državi na njihovi strani
neodvisno na usmeritve politike. - Ljudje v teh organizacijah so ključ
do vstopa v Evropo, kot tudi raznovrstni aktivisti. Za nekatere države
so bile celo navedene razne organizacije, ki se borijo za človekove
pravice in njihovi kontakti.
- Najbolj šokantna so bila sledeča navodila - dobesedni prevod -
navodila so že našli tudi nekateri tuji novinarji in jih objavili -
lahko preverite - naši mediji so večinoma objave tudi bojkotirali:

Vsakič, ko se migracija ustavi na mejah, morajo v ospredje otroci in
ženske . Otroke dvignite visoko v zrak. Najprej je potrebno poskušati
brez sile, če ne gre se mora sila stopnjevati. Če na mejah še ne bo
dovolj ljudi oziroma, če v skupinah ne bo žensk in otrok počakajte da
se zbere večja skupina — vsaj 50 oseb — in nato začnite s
stopnjevanjem pritiska.
(OPOMBA: Ne bojte se policije, saj ne bodo uporabili sile proti vam
zaradi evropskih meril in medijev, ki bodo vedno podprli vas. Policija
se bo edino branila. Vedno boste na koncu dosegli svoje).

 - v primeru morebitne sile s strani policije pa se izgovarjate na
demokracijo, nacionalizem, fašizem, ... Vedno tudi pokažite kakšno
poškodbo in za to obtožite policijo. Pozanimajte se kdo so vodilni v
državi in skandirajte njihovo ime. Ko vam uspe priti čez mejo z
aplavzom nagradite policijo, državo in zopet skandirajte imena
vodilnih če jih poznate. S tem boste vplivali na čustva ljudi v
državi, da bodo podpirali prihod beguncev. S tem bo odprta tudi pot za
vaše bližnje, ki pridejo za vami. Če vas pride pozdraviti kdo od
policije, politikov naj gredo v ospredje ženske in otroci — otroke
pred tem poučite kako naj se obnašajo v takih situacijah.

Priprava na pot: Preden se odpravite na pot si pripravite zgodbo.
Pripravite fotografije porušenih zgradb, uničenja, smrti, pohabljenih
ljudi (mediji so že ugotovili, da več različnih ljudi kaže isto podrto
hišo in govori da je bila njihova, ljudje pa se med seboj ne poznajo).
To boste potrebovali za evropske medije. C e vas povprašajo po
izobrazbi recite da ste izobraženi

 - tako boste lažje dobili dovoljenje za vstop (tako je isti migrant
srbski novinarki predstavil popolnoma drugačno zgodbo, kot jo je
povedal novinarki v Nemčiji, v Sloveniji pa so celo pozabili imena, ki
so jih dali policiji pri vstopu). Obvezno imejte na poti telefon
(obveščevalne službe imajo podatke, da so poleg denarja nekateri
migranti dobili tudi najnovejše telefone), da se boste lahko obveščali
med sabo. Ko pride kje do zastoja obvestite druge skupine da se vam
pridružijo in stopnjujte pritisk. Nekateri boste dobili tudi kontaktne
številke, ki jih boste kontaktirali v primeru problemov in ko prispete
na cilj. Svoje dokumente pred potjo uničite. Medijem nikoli ne
govorite o navodilih, ko jih preberete jih uničite.

Zelo šokantni so tudi podatki-navodila o medijih v Evropi: Evropski
mediji imajo radi tragične zgodbe. Zaradi narave demokratične ureditve
so beguncem večinoma zelo lepo naklonjeni. Tako z mediji kot ljudmi na
poti morate biti v prijaznih odnosih. Mediji bodo prikazovali begunsko
tragedijo kot nekaj kar mora Evropa sprejeti in politiki se bodo
uklonili pritisku medijev. To vam bo odprlo vrata. V primeru problemov
izpostavite, fašizem, ekstremizem, nacionalizem, da se počutite kot
živali. Novinarke v Evropi zelo rade podležejo tudi arabskim mladim
moškim, kar je potrebno izkoristiti. V medije je potrebno vnesti
zgodbe uspešne integracije in izkoristiti naše brate, ki so se naivno
prilagodili tamkajšnji družbi. Novinarji v Evropi so večinoma zelo
ozkogledni, mediji pa usmerjeni na dobrodelnost, humanost in Evropske
vrednote. Ravno to pa je potrebno kar se da dobro izkoristiti.
Pri tem je potrebno povedati, da so med tako imenovanimi umetno
spodbujenimi migranti tudi resnični begunci pred vojno. Brez teh načrt
nebi bil uresničljiv, saj Evropa kljub svoji šibkosti nebi odprla
svojih »vrat« na stežaj, če bi bili v tej milijonski množici samo
mladi moški. Po ocenah VS bo v prvem valu okoli 30 % družin (otroci in
ženske), kasneje pa bo vse več samskih moških. Prav zaradi resničnih
beguncev pa je Evropa popolnoma brez moči, saj so ekstremisti
predvideli, da bodo zaradi njih odprta vsa vrata in da Evropa zaradi
svoje šibkosti - da je nebi obtožili, daje fašistična - ne bo na silo
ustavila beguncev. In prav to je bil namen. Varnostne službe so imele
že leta 2014 podatke, ki so sami po sebi govorih, daje potrebno val
migrantov ustaviti na mejah za vsako ceno in takoj, toda politika
Evrope se ni zganila in zgodilo seje kar se je. Če bi se prvi val
ustavil, bi bilo danes problem še možno rešiti. Migranti bi dobili
signal da tako ne gre, sedaj pa poti nazaj ni več.

Zadnja informacija - 28.9.2015 - je, da so ljudje po vsem svetu
opazili kaj se dogaja v Evropi in samo v Afriki se pripravlja na
milijone migrantov, kar je po ocenah varnostnih služb konec Evrope,
kot je poznamo. Zakaj politika tega ne priznava in ne objavi se
sprašuje vse več ljudi. Še bolj šokantna je izjava nekdanjega
sodelavca iz Nemčije: Tudi če Evropa danes ustavi vojno v Siriji, poti
nazaj več ni. To namreč niso vojni begunci, ki bežijo pred vojno,
ampak migranti, ki se bodo na pot odpravili v vsakem primeru, če tudi
se vojna konča. Milijoni iz Arabskih dežel in Afrike bodo za vsako
ceno hoteli v Evropo.

Nisem nikakršen vedeževalec, toda po ocenah večine varnostnih služb in
mojih kolegov širom Evrope (velika večina je sicer že upokojenih toda
ostali so v kontaktih z viri informacij) so možni sledeči scenariji:

Edina še možna rešitev: Če bi Evropa povzela drastične ukrepe TAKOJ -
najkasneje do konca leta 2015, še obstaja možnost zaustavitve
eksodusa. Sicer brez žrtev ne bi šlo, saj imajo migranti, ki so že več
let v Evropi - skrajne skupine — že navodila da v tem primeru takoj
začnejo z terorističnimi dejanji po vsej Evropi. Samo v Evropi je več
kot 1000 takih celic - celice sestavlja od 5 do 20 ljudi. Ali
verjamete, da jih samo v Sloveniji ne bo, kot trdijo naši politiki?
Naivnost svetovnih razsežnosti ?

Tudi na mejah bi bilo v tem primeru veliko žrtev. Evropa bi morala
takoj na zunanje meje poslati posebno policijo (v skrajnosti tudi
vojsko) in jih začasno hermetično zapreti - brez uporabe sile nikakor
ne bo šlo. Ker pa je Evropa zaradi demokracije, zgodovine in lastnih
razprtij nesposobna zavarovati sama sebe, se ta scenarij najbolj
veijetno ne bo zgodil - 9 % možnost po ocenah varnostnih služb.

Evropa bo še naprej kolebala kaj narediti. Desne stranke bodo
pridobivale na moči (za Avstrijo smo s kolegi napovedali že meseca
avgusta - ta teden seje delno že uresničilo). Sam nisem zagovornik
desne politike toda žal nas je v stanje kot je pripeljala ravno leva
politika in tudi del desne s svojimi napačnimi odločitvami v zadnjih
dvajsetih letih. Prišlo bo do hudih notranjih trenj. Ljudje v Evropi
se bodo uprli svojim vladam. Nastal bo popoln kaos. Razvoj dogodkov je
nemogoče predvideti. - 67 % možnost

Evropa bo apatično spremljala dogajanje in se prepustila tokovom
priseljevanja. Po vseh ocenah propad Evrope kot jo poznamo in resnična
prevlada islama (tukaj je mišljen ekstremni islam) v obdobju 10-ih
let. — 20 % možnost

Kaj pa Slovenija ?

Dokler so meje proti Nemčijo odprte lahko živimo v iluziji varnosti.
To je seveda samo iluzija, saj bo taka masa migrantov na dolgi rok
(obdobje nekaj let), kljub smešnim trditvam medijev, daje številka
ekonomskih migrantov mala, popolnoma destabilizirala Evropo in s tem
tudi Slovenijo, saj smo del nje. Vse varnostne službe opozarjajo, da
bi v primeru, da nebi šlo za tako velike kulturne razlike (med
Evropejci in priseljenci) nekaj milijonov priseljenih ljudi težko
stabiliziralo več kot 500 milijonsko Evropo. Toda Evropa seje žal
zadnjih 15 let požvižgala na dejstva, daje pri tako velikih kulturnih
razlikah in še posebej pri agresivni muslimanski veri potrebno
upoštevati faktor 105, kar pomeni da že nekje 2 milijona priseljencev
(upoštevan faktor - je to 210 milijonov) popolnoma destabilizira
celotno regiji. Politika seje tem ocenam vsa leta nasmihala, oziroma
jih skrivala pred javnostjo. V Belgiji, na Švedskem in drugje pa je to
že kot golo dejstvo v začetni fazi sprejeli.

 Pa tudi če to iluzijo zanemarimo je napoved sledeča (napoved je
brezpredmetna edino v primeru, da Evropa takoj pošlje svoje enote na
grško mejo):

Madžarska bo pametno (morate vedeti, da so vse kvalitetne varnostne
službe, ki upravljajo svoje delo profesionalno že septembra 2014 svoje
države večinoma opozarjale da bo potreben drastičen ukrep za
zaustavitev tako dobro načrtovane destabilizacije Evrope) tudi s silo)
prva upoštevala to kar bi morala Evropa takoj storiti) zaprla meje.
Madžarska je popolnoma pripravljena na to potezo. To bodo storile tudi
ostale članice višegrajske skupine.

Celotni val beguncev se bo preusmeril proti Sloveniji. Tudi če bi
angažirali celotno policijo in vojsko in poslali na mejo bo Slovenija
izgubila nadzor po oceni tujih VS v dveh do treh dneh. Hvalisanje naše
politike, da smo pni val obvladali spravlja kolege po Evropi v grenak
smeh še posebej izjave naše zunanje politike, notranjega ministrstva
in samega predsednika vlade. Kaj dela naša VS danes ne vem niti sam.

Kmalu bo sledila zapora Nemške meje in nato takoj Avstrijske -
Avstrija je fizično sposobna zavarovati svoje meje za razliko od
Slovenije - na meji že ima vojsko in tudi teren je za to bolj ugoden
kot meja med Slovenijo in Hrvaško — toda ali je sposobna uporabiti
tudi silo, ki bo nujna, pa ne ve nihče?

V nekaj dneh bo Slovenija preplavljena z begunci. Ne tisoči, temveč
dest-tisoči. Če bo situacija trajala več tednov — po ocenah tujih VS
lahko tudi več mesecev in let - bo mala država imela hude probleme.
Čaka nas milo rečeno KAOS. Nezadovoljni migranti, ki so že v vseh
državah pokazali svojo agresijo - naj še enkrat poudarim da je med
njimi samo nekaj malega družin z otroki in pravih beguncev- se bodo
zaradi nezadovoljstva, ker ne bodo mogli potovati naprej začeli
znašati nad našo infrastrukturo, ljudmi, premoženjem. Policija ne bo
več kos zaščititi ljudi in premoženja, kaj šele, da bi nadzorovala
mejo. Dogodki bodo pustili na prebivalcih v vsakem primeru
nepopravljiv pečat, da o gospodarski škodo ne govorimo. NIKOLI VEČ NE
BO KOT JE SEDAJ - TO SI VELJA ZAPOMNITI.
Odvisno od Evrope je tudi nadaljnje dogajanje v Sloveniji. Če nam bi
Evropa hitro pomagala s policijskimi enotami bi se lahko zadeva
stabilizirala in umirila v obdobju do pol leta ob predpostavki da
Evropa med tem zapre zunanje meje, sicer rešitve ni. To je jasno
vsakemu, ki pozna razmere na terenu.

Slovenija postavlja šotorišča in pripravlja namestitve za migrante. Če
jih bo v državi dolgoročno ostalo več kot 3000, je to za Slovenijo po
faktorju ki ga upoštevajo VS teč kot kar je dobrih \5% prebivalstva
(faktor ne 've\ja ko gre za Tesnične begunske družine in ne samske
moške in ostalih regij). Naša država še vedno ne razume, da migranti
ne želijo šotorišč, temveč »obljubljene« darove: odlične službe,
vozila, stanovanja,... To kar jim bomo nudili je za njih žalitev. Se
nasmihate - kmalu se boste lahko prepričali na lastne oči lahko pa si
bodočo Sloveniji pogledale tudi na nekaterih priloženih posnetkih.

Slovenija se bo v tem možnem scenariju (vsi lahko le upamo da do njega
ne pride) morala soočiti z velikim porastom:

Ropov, izsiljevanj, posilstev, verskega ekstremizma, vandalizma,
drugih ekstremnih dejanj Spoštovani politiki. Imejte tolika srca in
Slovence vsaj opozorite na realno sliko. Veliko tistih ki brska po
spletu se že zaveda kaj se dogaja, toda, kaj pa starejši ljudje gospod
Eijavec. Vaša naloga kot varuha tega dela populacije bi bila, da bi
jih opozorili na možne scenarije, razen če si tega ne zaslužijo.

Najbolj verjetno bo sledilo tudi obdobje terorističnih groženj in
puhle sapice politikov, da je Slovenija relativno vama bodo izpuhtele
v nebo v nekaj tednih po prvem kolapsu na meji.

Med evropskim nuklearnim holokavstom ki ga omenjajo VS iz Grčije je
omenjena tudi slovenske nuklearka. Razmišljajte kako boste zavarovali
nuklearko ko bo v Sloveniji splošen kaos ?

Kaj lahko naredimo ?
Zelo malo in hkrati veliko. Takoj bi morali preventivno v Bruselj
poslati NOTO z zahtevkom po pomoči za varovanje naše meje (to nam
omogoča evropska zakonodaja, toda kaj ko naša vrla politika želi
pokazati Bruslju kako smo sposobni). Danes bi moralo biti v Sloveniji
vsaj 10.000 oseb specialnih enot z vso potrebno opremo (opremo ki ni
orožje temveč se uporablja tudi na izgredih v Evropi) v ozadju pa za
primer neuspešne zaustavitve še dodatne enote z vsemi možnimi
sredstvi.

Slovenija bi morala postaviti začasno - poudarjam začasno - ampak za
take namene uporabno - ograjo. Le ta bi se odstranila takoj, ko bo
Evropa uspela zaščititi meje v Grčiji in drugod - če se seveda to bo
zgodilo. Ograja bi varnostnim organom vsaj olajšala delo na meji, brez
nje se vedemo prav smešno in hkrati tragično do naših državljanov, ki
prvič občutijo, da nimamo nobenega varovanja doma niti iz strani
Evrope, da o nesposobnosti politike ne govorimo. Slovenci smo za pot v
Evropo in Nato glasovali na prvem mestu zaradi varnosti. In kje jo
imamo sedaj ?

Slovenija mora dati jasno sporočilo migrantom, da Slovenija ne
sprejema migrantov, temveč izključno sirijske družine oziroma otroke,
ki prihajajo iz vojnih območij in to pod pogoji ki veljajo v naši
državi.

Zaostriti že tako ostro politiko do migrantov - po zgledu Kanade - v
primeru kakršne koli kršitve naših zakonov takoj izgon iz države.

Trenutne največje nevarnosti za Evropo in svet glede emigrantske krize
po ocenah VS:

MEDIJSKA BLOKADA: V nadaljevanju (ali priložen CD) pošiljam direktne
povezave, kjer si lahko ogledate resnično stanje. Brez montaž in
manipulacije. Samo v zadnjem mesecu je bilo izbrisano več kot 100
zastrašujočih dokumentarnih prispevkov iz spleta o resničnem dogajanju
po Evropi. Nekatere države načrtno objavljajo samo izmišljene tragične
- med njimi je sigurno tudi kakšna resnična - zgodbe migrantov. Ne
pošiljajo pa posnetkov, ki so skrb zastrašujoči.

Dogajanje na Madžarskem so večinoma kazali kot slabo ravnanje policije
nad ženskami in otroci. Napade horde podivjanih moških so zamolčali,
tako na policiste, kot prebivalce madžarske.

 Tudi drugod po Evropi so zamolčana vsa posilstva, izsiljevanja,
teroriziranje, uveljavljanje šeriatskega prava nad državljani,
izživljanje nad policijo (več 100 policistov iz vseh držav je že
odpovedalo delavno razmerje zaradi groženj in neukrepanja držav da jih
zaščiti).

Integracija je v vseh državah Evrope popolnoma propadla. Policija v
Angliji, Belgiji, Švedski, Danski, ... si ne upa več v določene
predele svojih mesta. VS so ocenile, da integracija ni mogoče v več
kot 8 % pri priseljencih muslimanske vere. Novinarji so stalne tarče
groženj - zamislite se nad tem, ko pišete vaše zgodbice za lahko noč v
vseh državah z migranti so se posilstva več kot podvojila

Napadi na humanitarne delavce — na desetine delavcev noče več imeti
opravka z migranti


RAZNI AKTIVISTI:
Najprej pohvale vsem organizacijam, društvom in posameznikom, ki tako
humano pomagajo ljudem v stiski in to v veri dobrih namenov, seveda
tistim, ki so te pomoči res potrebni. Tukaj se sicer kaže odnos
človeka do sočloveka, toda nikakor ne vtikajte v delo države, ko gre
za ohranitev demokracije, varnosti, kulture in stabilnosti. Saj ko teh
ne bo več, bo tudi vaše delo končano. VS ocenjujejo, da so razni
evropski aktivisti ena najbolj problematičnih groženj od znotraj, ko
se odloča o prihodnosti Evrope glede emigrantske krize. Te skupine so
ekstremne in jim varnost, prihodnost in zakonske ureditve popolnoma
nič ne pomenijo. Prav zato je bilo v navodilih migrantom in
ekstremistom zaslediti, da morajo vedno iskati kontakte takih
organizacij in posameznikov. Aktivisti se vedno izgovarjajo na
človekove pravice in države se običajno temu uklonijo - prav to so
genijalci ekstremistov uporabili pri scenariju, ki seje začel. Sram je
lahko vsakega aktivista, ki napade varuha ki brani državo - prav to
seje zgodilo v Sloveniji in verjemite še se bo. Kolega iz ene izmed VS
v tujini mi je prav pred kratkim zaupal, da so -tudi v Sloveniji -
zasledili povezovanje aktivistov iz vse Evrope, da bi pomagali
odstraniti meje na blokadah. Nekateri aktivisti - po ocenah VS cca. 77
% - se niti ne zavedajo svojega nevarnega početja - so zelo
nerazgledani, vodljivi od svojih vodij in ne poznajo dejanske
nevarnosti, ki preži dolgoročno tudi na njih. Drugih 23 % pa se tega
loteva načrtno, saj si želijo kaosa in anarhije. Pri tem opozarjam
medije, da so še kako previdni pri dejanjih aktivistov, saj je njihov
name ravno to, da jih mediji podprejo in da pride do destabilizacije
družbene ureditve.

INTEGRACIJA:
Žal vam ne morem pokazati dokumentov VS Nemčije, Švedske, Anglije in
Belgije, ki govorijo o integraciji muslimanskih prebežnikov zadnjih 20
let, toda če si boste ogledali spletne povezave ni potreben noben
dokument več. Integracija muslimanov v Evropi dolgoročno ni mogoča v
pogojih, ki se tukaj ustvarjajo. Če bi države že v kali zatrle vse
ekstremiste in jih takoj izgnale iz Evrope, bi bilo to bistveno bolj
mogoče, tako pa se ekstremizem med priseljenimi muslimani širi z tako
hitrostjo, da so nad tem presenečene tudi vse VS (poglejte si
posnetke). Problem ni v muslimanski veri, temveč njeni ekstremni veji
ki prevzema celotni nadzor, kjer koli se pojavi,

Skratka, če ne bi šlo za varnost nas samih, naših otrok in vnukov, bi
se nad nekaterimi Evropskimi in še posebej slovenskim mediji

(redke so izjeme) lahko preprosto vprašal ah so tudi naši novinarji
pod vplivom drog Več kolegov policistov me je opozarjalo, da so vse
dni prvega vala poslušali zgodbe medijev o nemočnih otrocih, ženskah.
Celo zgodbe o uspešni integraciji pri nas so začeli objavljati. Ko pa
so bili migranti nasilni, so vzklikali gesla ISLAMSKE DRŽAVE, metali
vse mogoče v policiste, se znašali nad migranti drugih ver, izrabljali
otroke, pa so ugašali kamere. Prizor predsednika vlade, ko obišče
migrante in ga poljubi nedolžen otrok je res srce parajoče. Pa je res
? Na eni strani reklama za politiko, na drugi pa izkoriščanje otrok,
ki so največji reveži celotne zgodbe za podli načrt, ki se izvaja. Te
otroci nimajo nikakršne prihodnosti. Pa jo imajo naši zaradi vaše
neodgovornosti ?

Sam sem v letih 2010 do 2014 na lastne oči videl kaj se tam dogaja.
Ali pa mogoče vaše novinarske kolegice, ki so bile posiljene širom po
svetu, ko so poročale o kriznih žariščih ? Bodite toliko pošteni, da
Slovencem vsaj omogočite, da imajo resnične informacije in pustite
jih, da se potem sami odločijo, kako bodo sprejeli dogajanje. Svoje
nekdanje kolege po Evropi sem povprašala katere so najbolj
problematične države glede objav. Na prvem mestu je seveda Nemčija,
sledijo pa Francija (razen po humorni plati). Švedska, Belgija,
Slovenija. Za razliko od teh je popolnoma drugače v Angliji, Madžarki,
Češki, Poljski in Slovaški. Kje so pri nas posnetki deset tisočih, sto
tisočih, ki po celi Evropi protestirajo proti migracijam ? Kje so
posnetki žrtev: posilstva, ropov, izsiljevanj iz strani tako
dobrodošlih migrantov ? Kje spoštovani mediji ? Kar koli boste že
naredili v naslednjih dneh, tednih vam povem samo le to, da
soodgovornost bo tudi vaša, saj bi Slovenija (predvsem prebivalci
sami), če bi vedela kaj jo čaka bi lahko vsaj ublažila določene zadeve
- rešitve tako brez celega sveta ni.

In še spoštovani predsednik vlade g. Miro Cerar vsi ministri in
predsednik države,

Vaši predhodniki so zagrešili veliko veliko napak, seveda so ob tem
naredili tudi nekaj dobrih stvareh. Zgodovina se bo spominjala, kako
so nam pokradli državo, kako nas je prizadela kriza in drugo. Vas
spoštovani g. Cerar pa prosim v imenu Slovencev, ki jim je mar za
državo (levili, desnih, zelenili, mavričnih,....), da storite vse, da
se vas ne bo zgodovina spominjala po tem, da ste naredili usodne
napake, ki bodo za naš mali narod nepopravljive.

Za konec
S tem APELOM sem naredil, kar sem sam lahko. Med drugim sem
razbremenil tudi sebe osebno, saj bi mi vedno ležalo na duši, da nisem
niti poskusil ukrepati, glede na informacije ki jih imam, pa čeprav
gre za minimalno potezo.

Sicer APEL lahko preprosto uničite, zavržete, rečete, daje vse skupaj
slaba šala, toda ODGOVORNOST je sedaj tudi na vas. Verjamem, da
institucije delujete tako, da mirite državljane, toda za kakšno ceno.
Jasne so mi tudi politične ambicije in načrtovanja, samo da tokrat ne
gre več za politično tekmo, temveč za obstoj življenja kot ga živimo,
demokracije in konec koncev države Slovenije ter Evrope. Ponavadi se
napačna odzivnost politike kaznuje na naslednjih volitvah, tokrat
popravnega izpita ne bo. Enako velja za medije. Lahko se obračate
proč, ko migranti pokažejo svoj pravi obraz, lahko zamolčite resnične
zgodbe in kažete samo nemočne otroke in ženske, toda zamislite se nad
svojimi dejanji, saj boste prav vi najbolj odgovorni za dogodke, ki
bodo sledili v naslednjih tednih, mesecih in letih. Marsikdo od vas se
bo takrat spomnil tega dopisa in se vprašal: » ali bi lahko takrat
ravnal",negative,neutral,
"HLADNIK, kaj bluziš, da ni Ligety - poskušaj najti podobnost s fotografijo na tej strani http://www.fplus.si/dogodki/ted_ligety_v
_formi/",neutral,negative,negative
"Če bi več ljudi delalo, kot pa trgovalo, bi tudi pokritje bilo.",positive,negative,negative
"v celovcu tankas ob dobrem casu na Hofer crpalki za 1.279 eura
dizl!!!!! Slovenci pao nakupe in dizl v avstrijo pa se splaca
prevoz tud potem!",positive,negative,negative
Kje podpišem ZA... ;),neutral,positive,positive
"Prevc dvakrat 1. in Freund dvakrat 4., pa je dost.",positive,negative,negative
"Prva misel je bila: Ojej, boj za slovenskega turista leta bo močno okrnjen! Nato pa sem se spomnil, da turistov med slovenskimi športniki nikoli ne primanjkuje.",negative,positive,positive
@JohnSmith Res je.,positive,neutral,neutral
"Jaz bi pri delodajalcih uvedel obvezno evidentiranje vsake odpovedi iz poslovnega razloga in izteka pogodbe za določen čas. te bi potem primerjal z 'uradnimi evidencami'' zavoda za zaposlovanje v naslednjem obdobju, iz katerega bi tako lahko videli procent odstopanja med uradno in ''neuradno'' brezposelnostjo. ok, par se jih ne prijavi na zavod, par srečnežev se zaposli, ampak bi dobili vseeno precej bolj uradno število.
Če k temu dodamo še osebe s statusom študenta s starostjo nad 26 let z rednimi mesečnimi dohodki nad cca 500 eur ps dobimo pa še bolj realno številko.",neutral,negative,negative
missy franklin ga bo dobila,neutral,positive,positive
saj je pa na eni nogi boljša od tine!,negative,positive,positive
3x ne,neutral,negative,negative
Kdo ne pomni legendarnega bunkerja v Leverkusnu?,negative,neutral,neutral
Svašta.,neutral,negative,negative
Edina ki bi ji mogoče lahko bila konkurent je Serena Williams.... use ostale nevem kaj delajo na seznamu....nogometašica....resno?,positive,negative,negative
