text,true_label,predicted_label,model_response
"Kako nujno je, da se uvedejo davčne blagajne je primer dimnikarskega področja. Dimnikarji na leto poberejo v svojih koncesijski rezervatih bruto. 60.000.000 € denaraja oz. rent.. Nekateri imajo za vsako izdano koncesijo oziroma občino zaposlenega enega dimnikarja kot inkasanta, tako, da komaj pokasira rente. Zato pa nimajo časa čistiti dimnikov in peči. Po izjavi velikega kršitelja dimnikarske zakonodaje Aleksandra Županeka  v oddaji »preverjeno« na Pop tv, pa naj bi imeli okrog 10. Milijonov € prometa. Na ta način naj bi letno utajili okrog 12 milijonov davka. Tudi drugih kršitev je veliko, Jože Kaplar je svoji ženi podpisal koncesijo, kot navaden državljan, ko sploh še ni bil zaposlen na MOP. Gre za prava kriminalna početja., tudi dimnikarstvo Jelančič Ane je pridobilo protipravno premoženjsko korist, ko je neopravičeno zaračunavalo prevozne stroške, delo je opravljalo 4 mesece, ko sploh ni imelo podaljšane koncesije. Jelančič Ana je bila v komisiji za podeljevanje dimnikarskih koncesij, tako da si je sama sebi podeljevala v imenu države koncesije,vse to pa je požegnjaval s svojimi podpisi tedanji minister Janez Podobnik. Kot vse kaže je g. imel zelo omejena znanja iz tega področja ter je s svojim početjem storil ogromno škode državi in tudi uporabnikom dimnikarskih storitev.
Kje so bili organi pregona? Kaj je počela pravna služba na MOP? Jelančičevim je še morala država plačati odškodnino 180.000€ plus zamudne obresti, vse to jim je uredil takratni minister in prijatelj Bogovič. Pri vseh teh poslih imajo na MOP velike pomagače, to so Andrej Vuga, Dušan Pichler, Vito Lojk, Jože Kaplar ,Marjana Mali in Katja Stražiščar, pa tudi takratni sekretar Peter Gašperšič -le ti so pod okriljem MOP naročali pri dr Rajku Pirnatu kot ene vrste dežurnem pravniku oziroma tutorja,za razna svetovalna mnenja, za kar je MOP omenjenemu iz plačal 1.200.000€ za zelo škodljiva mnenja. S takimi mnenji so bile preprečene pristojnosti inšpekcijam določena pooblastila. Zato bi morale vse inšpekcijske službe, in tudi za kriminaliste bi bilo veliko dela. Nemudoma bi morali narediti revizije pri vseh izvajalcih oziroma lastnikih dimnikarskih podjetij. Priporočljivo bi bilo preveriti s kakšnimi nepremičninami razpolagajo posamezniki, Saj eden od teh bi naj imel jahto vredno čez dva milijona evrov, da o nepremičninah sploh ne govorimo. €.  V samem odgovoru tržne inšpektorice Andrejke Gerlič  je razvidno, da so Dovrtelovi  zaračunavali potne stroške tudi po 36 € po gospodinjstvu. Če vzamemo povprečno po 15 € po gospodinjstvu za prevozne stroške  56000 gospodinjstev  x  15€ = 840.000€ toliko je neopravičeno pridobil premoženjske koristi, če je vsako gospodinjstvo obiskal le enkrat. Za ta denar bi si takrat lahko kupil okrog 700.000 litrov 95 oktanskega bencina. Toliko pa ne porabijo en teden vsa oseba vozila v Sloveniji, in to v petih mesecih leta 2010, zadeva je bila prijavljena organom pregona v Krajno a zgodilo se ni nič. Dimnikarju grozi zapor, citat »Simonu Dovrtelu, bivšemu direktorju največjega dimnikarskega podjetja na Gorenjskem, po naših informacijah grozi do pet let zapora«. Kranjski kriminalisti naj bi ga namreč ovadili zaradi zlorabe položaja. Dimnikarstvo, ki ima koncesijo v desetih gorenjskih občinah, naj bi od maja 2011 do januarja lani ogoljufalo vsaj 124 strank. Storitve naj bi jim zaračunavali dražje, kot to določa cenik in jih za posamezno storitev oškodovali za od 2,5 evra do 32 evrov. Dvakrat za prvi pregled, storitve naj bi večkrat zaračunavali posamezno, namesto za več opravil skupaj, kar bi bilo za stranko ceneje. Poleg tega naj bi po prvem pregledu nove kurilne naprave, ki stane skoraj 65 evrov, odredili, da je potreben vnovični prvi pregled, za katerega so zaračunali še dobrih 32 evrov. Ogoljufani so bili predvsem starejši; najstarejša oškodovanka naj bi bila stara skoraj 90 let. A organi pregona pa nič, ker gre za nedotakljive goljufe. To je Slovenska folklora. Ista zgodba je glede ABD dimnikarstva iz Murske Sobote, Brenčič, le ta je še ponarejal pogodbe in jih je podpisoval brez vednosti lastnika kurilnih naprav. Policija pa že tri leta ugotavlja kje se nahaja originalni ponaredek.>> Citat objavljen na enem izmed spletov << ABD dimnikarstva. Katero je neupravičeno zaračunavalo prevozne stroške in na ta način pridobilo proti pravno premoženjsko korist v višini 46.248.00€, Kar je ugotovljeno s strani Okrožnega sodišča v Murski Soboti kjer je bilo oškodovanih čez 12.000 uporabnikov v devetih pomurskih občinah. Prav tako je omenjeno podjetje vpisovalo iste serijske številke izstavljenih računov večim uporabnikom, kakor tudi so ročno vpisovali te serijske številke, tako, da je očitno šlo za večjo utajo davkov. Velika krivda je tudi na davčni inšpekciji v Murski Soboti saj smo okrog nepravilnosti pri zaračunavanju dimnikarskih storitev več let opozarjali in dokazovali na določene nepravilnosti, dokazane večje utaje DDV saj se je v zaseženi mapi ki so jo kriminalisti PP Murska Sobota zasegli nahajalo veliko računov z istimi serijskimi številkami in zgodilo se ni nič,po naših izračunih bi naj omenjeno podjetje od leta 2004 pa do zasega računov bi naj zatajilo čez 1.000.000 € DDV. O nepravilnostih je bila večkrat obveščena območna tržna inšpektorica , saj sta ji ob prijavi bila izročena kot dokaz dva računa na katerih so bile serijske številke na računih ročno napisane,izročeni je bil tudi izdani račun ki sploh nima serijske številke. Inšpektorica pri pregledu računov tega najbrž namerno ni zaznala in je zapisala, da se prijavitelj ni točno opredelil kaj bi naj bilo narobe.

Po podatkih Statističnega urada RS je bilo v Sloveniji, 1. januarja 2011, 813.531 zasebnih gospodinjstev, povprečno vsako gospodinjstvo plača 80 €, kar znese 65.082.480 € bruto dohodka letno, na 50 lastnikov dimnikarskih podjetjih. Tako bi naj na letni ravni bilo  zatajenega ddv za 12.000.000 € v dimnikarski branži, vse to pa so krive pristojne, davčna in tržna inšpekcija. 
Kura ki je nesla zlata jajca dimnikarjem,se ji nestna doba izteče 31.12.2015",negative,neutral,pek inšpekcijskih služb.
"Spomnim se enega intervjuja Tine Maze, ko je šla na samostojno pot. Razlagala je ravno o tem, da se je najprej morala naučit osnove veleslaloma, saj je bila njena tehnika povsem zgrešena. Pa vemo, da je Tina vedno veljala za veleslalomistko. No in vidimo kje je Tina sedaj...",positive,negative,negative
"Glede na število pločevine po cestah bi človek sklepal, da bencin še niti ni tako hudo drag. Ko bodo ljudje šli peš ali s kolesom v par sto metrov oddaljeno službo ali trgovino, potem bo to že prvi znak, da je bencin predrag.",positive,negative,negative
Zakaj pa ni naredo analize na istem ovinka in se je lotil delat teorija na dveh popolnoma različnih slikah?,neutral,negative,negative
Hrvaška je iz dneva v dan bolj vodilna na Balkanu in pomembna za Bruselj še bolj pa za Avstijo.,negative,positive,positive
"Priporočam:


www.reporter.si/slov...ni-rasizem",neutral,negative,negative
toteki bi rekl prodano,neutral,negative,negative
"pleya nimamo pametnega, pleyaaaaaa",neutral,negative,negative
"Kje so rumeno-""modri"" komentarji sedaj??",neutral,negative,negative
Težke razmere sedaj.,neutral,negative,negative
""" ... ne smemo dati Evrope, ne smemo dati Slovenije, ne smemo dati naših krščanskih vrednost ...
Hm, glavna krščanska vrednota je ljubezen. Ni treba biti naiven, vendar zavrniti ljudi, ki bežijo pred tem, da bi jim odsekali glavo, ni krščansko. Če mi živimo kot kristjani, se nam muslimanov ni treba bati.",positive,negative,negative
"@virage in Mimobeznik

Sta slabo prebrala moj komentar?

Jaz sem pisal o zadnjih 14 dneh (in to sem tudi napisal), ker na to spremembo se nanaša ta tema, ne pa o gibanju od leta 2010 naprej.",negative,neutral,neutral
"""Primorska je bila znova priključena k Sloveniji."" Ne me basat ! V kakšnih pogrošnih kriminalkah je mogoče blebetati, kar komu pride na misel. Tu gre pa za internacionalne pravne zadeve. Vsaj dokument je treba prej prebrati, da se ne naklada neumnosti v javnosti. Leta 1947 je na podlagi mirovne pogodbe med Italijo in Jugoslavijo prišla dežela Primorska - po italijansko Venezia giulia, v slovenščini Julijska Benečija - nazaj v Jugoslavijo, kateri jo je odvzel Rapallo (1922) po Prvi svetovni vojni.  Sporazum v Rapallu pa je lahko prevzel Primorsko od Jugoslavije (Kraljevine SHS) zato, ker je vlada v Ljubljani dne 31. oktobra 1918 prevzela vsa ustavna pooblastila v vseh slovenskih deželah - z drugimi besedami: nastala je zveza slovenskih dežel.  (Znani strokovnjak Badinter je našim ""strokovnjakom"" moral razložiti, da ""država nastane z razglasitvijo""!). Mesec dni kasneje, 1. decembra 1918 pa so se te iste dežele ""ujedinile"" s Kraljevino Srbijo v Kraljevino SHS. V dokumentu so te dežele zapisane z besedo ZEMLJE države SHS. Ker ""Država SHS"", s katero so zagrebški ""politiki"" nastopili v Beogradu pred regentom Aleksandrom, ni bila subjekt mednarodnega prava in z njo suverena država Srbija nismela imeti nobenega uradnega ""opravka"", je srbski monarh stvar pravno korektno uredil tako, da je dal v dokument zapisati, da se ""ZEMLJE države SHS ujedinjuju sa Srbijom"" - kar je bilo tudi v resnici dejansko stanje stvari. Subjekti internacionalnega prava so namreč bile tedaj samo slovenske dežele - torej ZEMLJE države SHS: tisto od ""države SHS"", kar je bilo ""država"". S tem pa se je država Srbija lahko združila. Hrvaška, Slavonija in Vojvodina pa so bili teritoriji celovite, nerazdružjive Kraljevine Ogrske, ki jih je zmagovita vojska antantne zaveznice Srbije okupirala. Z okupiranim teritorijem, ki nima državnih atributov, se pač Kraljevina Srbija ni mogla ""ujediniti"".",negative,neutral,neutral
http://www.youtube.com/watch?v=DbRHR57p5h8,positive,neutral,neutral
"K_ris
To pomeni da so davki previsoki in da trg ne more delovati, kar je slabo za potrošnika.",neutral,negative,negative
"..=Naša politika=Politika US,EU,NATO",negative,neutral,neutral
Še enkrat:  OXI ! ! !,neutral,negative,negative
"Po mojem ne bi bilo slabo, če bi spet organizirali kako akcijo a la Podarim dobim. Jaz osebno bi dal par deset evrov za našo smučarijo, ampak le pod pogojem, da se vse skupaj najprej reorganizira, naredi nove temelje in počisti tiste, ki ne zaslužijo našega denarja.
Če bi Slovenci prispevali denar za smučarijo, bi imeli prejemniki denarja še toliko večjo odgovornost, mi pa večjo pravico, da kritiziramo in vsaj posredno tudi vplivamo na vse skupaj.
Lahko se organizira kot nekakšna loterija, pa se žrebajo dobitiniki nagrad. Pa naj vsi tisti, ki redno nosijo ""davek za norce"" raznim lotom in lotkom, nosijo ta denar v smučarski sklad.",positive,negative,negative
"K ris
Delovna mesta v kmetijstvu so večinoma subvencionirana in so bila ustanovljena za posledice čiščenja žleda. 
http://www.siol.net/novice/gospodarstvo/
2014/03/zled_brezposelni_zaposlovanje.as
px?hide_hf=1&mob=1
Predelovalna dejavnost je farmacija in avtomobilska industrija. Naprimer da so to v večini nova dobra delovna mesta, čeprav baje Lek rad zaposluje preko agencij. :)
Promet in skladiščenje: več voznikov, več izvažanja
Druge raznovrtstne poslovne dejavnosti pa pomeni dajanje v najem in zakup. Podrobnejša definicija na
http://www.ooz-ruse.si/pop_dejavnosti.asp?sifra=N
Tukaj so torej nekatera nova delovna mesta, za več nimam časa. Takšne novice hočem brati, ne pa da moram sama iskati po netu.",negative,neutral,neutral
"Nyberg: Vsa izplačila v DUTB-ju so v skladu s pravili
ROFL",negative,neutral,neutral
torej jih je riši piši 130 komadov če ne še več,neutral,negative,negative
"Ne želi drugemu nečesa, česar ne želiš da se zgodi tebi"".",positive,negative,negative
"Kritiki tiskanja že lep čas ne trdimo, da QE avtomatsko vodi
v hiperinflacijo, ker že lep čas vidimo, da je samo okolje bolj kot
ne deflatorno; nepremičnine se cenijo, potrošništvo je manj
aktivno, itd.

Problem pri tiskanju, ki pa je vedno prisoten, so baloni.
bastiat.mises.org/20...t-bubbles/

Nepremičninski je pri nas že počil, v ZDA tudi. Se pa v ZDA poraja
že nov: balon visokošolskih izobrazb in s tem povezana bančna
posojila. 
online.wsj.com/news/...1214561682

Če so baloni de facto posledica QE, potem s to metodo gospodarstva
ni mogoče pozdraviti.",neutral,negative,negative
Mevza .....,negative,neutral,neutral
"loden

vse ti pa glih ne verjamem.

Si dobro knjigo izbrala, preden je začelo snežit?",negative,neutral,neutral
"borchica

Videl sem po twitterju. Sicer bi lahko oba nastopila že proti Knicksom, ampak mora pa pravilih vsak nov igralec prestati še podroben zdravniški pregled v novem klubu in vse te procedure, to kakšen dodatni dan traja.",positive,neutral,neutral
mihatekateka -jer se vec zna :P,positive,neutral,neutral
"Vsi postavljeni zidovi so zgražanja vredni pa vendar stojijo in jih
nihče ne ruši. Ograje in zidove na mejah imajo Bolgarija, Grčija,
Španija, ZDA, Izrael, Ciper, Indija, Južna in Severna Koreja,
Libanon in Sirija, obrambne ograje so postavljene tudi na meji med
Marokom in Zahodno Saharo, kjer stoji ograja iz peska, med Bocvano
in Zimbabvejem, kjer je električna ograja, Južno Afriko in
Mozambikom, Malezija in Tajska imata mejni zid, ograje pa so tudi
na mejah Savdske Arabije in Iraka, Irana in Iraka ter Kuvajta in
Iraka, ki so jo financirali Američani. Pred dobrim letom je ruska
vojska začela graditi ograjo med Severno in Južno Osetijo, spornim
ozemljem na meji z Gruzijo. Uzbekistan je postavil ograjo na meji s
Kirgizijo in Afganistanom, da bi se zaščitil pred teroristi...Leta
2011 je bilo na svetu 45 mejnih ograj, zidov ali razdelitvenih
pregrad (po Siolu), z najnovejšo madžarsko jih je nekaj več. Ograje
med Slovenijo in Hrvaško, ki se tako in tako ne drži nobenega
mednarodnega dogovora, svet niti opazil ne bi.",negative,neutral,neutral
"inteligenca, bodi srečen da imamo kaj pisati o njej, ker o moških nimamo kaj za pisati, razen to, da se včasih kdo uvrsti v finalno vožnjo, ali da noben ni prišel tja.",positive,negative,negative
"Pa kdo pravi da u Kr. Gori ni nič. Sej mamo svojo spletno stran, in
to že 15 let enako.

www.schladming2030.at/

obcina.kranjska-gora.si/",negative,neutral,neutral
fak,positive,negative,negative
"Dva dneva si bom najbolj zapomnil kot moja najstrečnejša: Ko so Janši izglasovali nezaupnico in ko je Tina Maze zmagala v smuku v Sočiju. Še tisti dan, ko je bila Bratuškova imenovana za predsednico vlade, je tretjerazredna tema.",negative,positive,positive
"realmaker

# 14.09.2015 ob 13:48

::::::::::::::::::::

Ponavljam vprašanje:  
Koliko bogov obstaja in kateri so to? 
Fajn bi bilo, če bi prispeval še kakšen dokaz o tvoji trditvi.
Hvala",negative,neutral,neutral
TOČNO ali pa NOČNE SANJE!,negative,neutral,neutral
"good point, peroz. sicer se ne bi ravno strinjal s tem da nimamo dovolj znamenitosti niti za en teden (jih je cel kup le da so manj bombastične kot v sosednjih državah, z izjemo jam ki so verjetno med najlepšimi v evropi), ampaj je pa dejstvo da je slovenija v eni sivi coni - niti ni primerna za masovni turizem niti za ne vem kakšen elitni turizem. ravno eno srednjo varianto bo potrebno ubrati in se preusmeriti v panoge kot so športni, kulinarični, vinski itd. turizem. saj v tej smeri nekako že sedaj poteka razvoj, ampak kakšnih prav velikih rezultatov za enkrat še ni videti.",negative,neutral,neutral
hvala da je maribor tukaj uvrscen na 3tje mesto.....da boste vsi meli zaprta usta.....,positive,negative,negative
Vau marusa ferk poskrbela za presenecenje. Zaostala tudi za ilko :),negative,positive,positive
"Je bil že čas.Z denarjem,ki ga dobiš ti in Massi od zveze,lahko zveza sponzorira na desetine mladih smučark.",neutral,negative,negative
